bg_miss_frac,fARI,foreground_pixels,image_id,mBO,mIoU,map_ambiguous_patch_frac,map_kind,map_pair_overlap_mean,map_top1_top2_margin_mean,merge_frac,n_gt,n_objects_caption,n_pred_on_fg,object_dominant_frac_mean,sample_index,split_frac,valid_object_count
0.0,1.0,51132,285,0.78021240234375,0.390106201171875,0.0,"patch_softmax",nan,inf,0.0,1,1,1,1.0,0,0.0,1
0.0,0.9005398750305176,4088,4765,0.12845121324062347,0.36670970916748047,0.0,"patch_softmax",1.995919055031159e-11,0.029411764815449715,0.024706457925636006,2,2,2,0.9828929539295392,1,0.024706457925636006,2
0.4063733695480529,0.03365483507514,31663,7386,0.11545554548501968,0.17837141454219818,0.0,"patch_softmax",2.4606757165202e-07,0.009383363649249077,0.037720791657799534,5,7,3,0.6768925157747032,2,0.4203012980450368,7
0.0,0.3149329423904419,44667,8277,0.29156196117401123,0.30188101530075073,0.036942675709724426,"patch_softmax",0.050092663615942,0.006188023369759321,0.17296885844135493,3,8,8,0.6553065192221897,3,0.18237177334497504,8
0.4695466096027819,0.17350168526172638,37385,9400,0.1612466722726822,0.1296987235546112,0.02380952425301075,"patch_softmax",0.025525392964482307,0.02108035795390606,0.31571781554132416,18,15,11,0.6991805038706466,4,0.36784806740671394,15
0.13425291854170743,0.1428835690021515,30666,10707,0.11335240304470062,0.10755513608455658,0.04904306307435036,"patch_softmax",0.008775756694376469,0.017978928983211517,0.502241139025952,14,19,12,0.6804798292702043,5,0.28549533685514905,19
0.47487581699346404,0.2799648642539978,19125,11760,0.37139892578125,0.447277694940567,0.001953125,"patch_softmax",0.0005709125543944538,0.005842649377882481,0.04978592054167082,3,6,3,0.5891647531607952,6,0.40658823529411764,6
0.5709515859766278,-0.013050077483057976,11980,13201,0.22517235577106476,0.43780288100242615,0.006157635245472193,"patch_softmax",3.203700316589675e-06,0.006157536990940571,0.0,2,5,1,0.777045198230242,7,0.4290484140233723,5
0.0,0.0,64961,14831,0.49629467725753784,0.26494476199150085,0.0,"patch_softmax",nan,inf,0.35692184541494126,2,1,1,1.0,8,0.0,1
0.36083283041641523,0.0,16570,15746,0.6150049567222595,0.7471693754196167,0.0,"patch_softmax",4.2945418813992997e-13,0.006211180239915848,0.0,1,6,1,0.6391671695835848,9,0.36083283041641523,6
0.11906455628667971,0.7533385753631592,11246,17029,0.47463586926460266,0.5646669864654541,0.0009813542710617185,"patch_softmax",0.0030002943240106106,0.008610469289124012,0.021096194609871808,4,9,3,0.924676555655135,10,0.12768984527832117,9
0.18350998274587133,0.0,32456,17714,0.5829609632492065,0.5057942867279053,0.0,"patch_softmax",1.1784103293166481e-07,0.005616527982056141,0.0,1,5,4,0.71555336455509,11,0.28444663544491006,5
0.2526683200146964,0.01283492986112833,54435,19402,0.42518651485443115,0.3635624349117279,0.0,"patch_softmax",4.660829056035709e-09,0.0035883302334696054,0.4643445343034832,2,2,1,0.7477296286558922,12,0.2526683200146964,2
0.786235662148071,0.12944363057613373,9590,20553,0.08569952845573425,0.13399364054203033,0.003225806402042508,"patch_softmax",2.8779159038094804e-06,0.0037035616114735603,0.18292682926829268,11,5,3,0.8699626202741947,13,0.17382690302398332,5
0.01928113680691,0.26622194051742554,17945,22479,0.2854314148426056,0.3431674540042877,0.0013812155229970813,"patch_softmax",0.0002605734043754637,0.00826244242489338,0.0697198704471845,4,7,3,0.8288551999284325,14,0.3935358038450822,7
0.5397001398061997,0.1857992261648178,20743,23126,0.25557658076286316,0.37445586919784546,0.0,"patch_softmax",1.1403007427190914e-09,0.008047192357480526,0.0,3,4,2,0.7194462842257497,15,0.43267608349804754,4
0.03439649781113196,0.3511495590209961,1599,24027,0.02285870723426342,0.23744335770606995,0.00668151443824172,"patch_softmax",0.0017770621925592422,0.005439202766865492,0.034974093264248704,3,5,2,0.9762863534675615,16,0.06629143214509069,5
0.0,0.09384521842002869,14924,25393,0.16336789727210999,0.1831357330083847,0.02450980432331562,"patch_softmax",0.0010306412586942315,0.012975255958735943,0.3025328330206379,5,9,6,0.7281944262169698,17,0.3897748592870544,9
0.0,0.17341355979442596,51186,27696,0.26372021436691284,0.2632445693016052,0.0,"patch_softmax",1.6031487248824305e-10,0.005993479397147894,0.0461063572070488,4,4,4,0.622420197516752,18,0.4078068221779393,4
0.07761485826001956,0.6483684182167053,10230,29596,0.16315875947475433,0.1784340739250183,0.051948051899671555,"patch_softmax",0.0003402638540137559,0.014445798471570015,0.15546841882153456,7,15,7,0.7530122625148244,19,0.27536656891495603,15
0.07464266807834834,0.16548404097557068,9445,31093,0.1366736888885498,0.26638445258140564,0.008806262165307999,"patch_softmax",0.03148442506790161,0.007036596070975065,0.009839816933638444,4,10,5,0.849621278985798,20,0.25166754896770777,10
0.33973427444467513,0.22086015343666077,9634,32081,0.41064780950546265,0.5689461827278137,0.0,"patch_softmax",1.6884886377965813e-08,0.0039062495343387127,0.006131111460462192,2,4,2,0.7056602087756676,21,0.34378243720157775,4
0.040408525754884544,0.1433667093515396,2252,33005,0.23652657866477966,0.4132373332977295,0.0,"patch_softmax",1.227323798147495e-09,0.004911591298878193,0.1948172142526608,2,5,2,0.7924986597911827,22,0.3228241563055062,5
0.0012437810945273632,0.0,6432,34205,0.4387044906616211,0.5553753972053528,0.0,"patch_softmax",0.0015907309716567397,0.004851743578910828,0.0,1,5,2,0.509639303482587,23,0.49036069651741293,5
