target,probe,r2,cosine,rel_l2,lambda
raw,P0_mean_floor,0.0,0.590873369290929,0.8048415153757439,
raw,P1_ovt_text_stream,0.20267884156471228,0.6942883438812372,0.7144546161906898,10000.0
raw,P1_ovt_slot0,0.20267884156471228,0.6942883438812372,0.7144546161906898,10000.0
raw,P2_llm_image_stream,0.3374448587198162,0.7599417467516169,0.6390819133297223,10000.0
raw,P3_word_only,0.19362756637412382,0.6925919564076936,0.7178369696636057,0.1
raw,P4_raw_siglip,0.48060441915033036,0.8229105648865925,0.5549582369432232,1000.0
instance_residual,P0_mean_floor,0.0,0.0008397180454838662,0.9999999999953852,
instance_residual,P1_ovt_text_stream,0.04824710285906686,0.2321968175246775,0.9717857280331101,100000.0
instance_residual,P1_ovt_slot0,0.04824710285906686,0.2321968175246775,0.9717857280331101,100000.0
instance_residual,P2_llm_image_stream,0.1631329443584073,0.4235761952107584,0.9027009986424207,10000.0
instance_residual,P4_raw_siglip,0.30766630434123,0.5862699014256806,0.8081051897341617,1000.0
