oracle,num_samples,rFID,recon_psnr,recon_ssim,recon_mse,recon_mae,guidance_scale,diffusion_inference_steps,condition_mean,condition_std,rae_hidden_mean,rae_hidden_std,dtype
o1_native_scale_rae,2338,33.460636138916016,9.897936345166483,0.2359410963324755,0.11014094892482953,0.25932192924481057,2.5,25,-0.35989933371950744,1.2508259303740674,-0.00027810182706137034,0.09691952062141367,fp32
o1_native_scale_rae,2338,34.7841682434082,9.90854855905342,0.23751359016111104,0.10955717137053138,0.25829928075469283,2.5,50,-0.35989933371950744,1.2508259303740674,-0.00027810182706137034,0.09691952062141367,fp32
