pair,image_id_A,image_id_B,layer,inside_mean,outside_mean,inside_outside_ratio,auroc,top_gt_area_precision,center_of_mass_distance_normalized,foreground_query_fraction
0,285,92839,0,0.05407588556408882,0.041811488568782806,1.2933260202407837,0.5503472089767456,0.8425925970077515,0.04544604942202568,0.84375
0,285,92839,1,0.06817153096199036,0.06244184821844101,1.091760277748108,0.5245370268821716,0.8379629850387573,0.06647466123104095,0.84375
0,285,92839,2,0.07120112329721451,0.0644049197435379,1.1055229902267456,0.5336805582046509,0.8333333134651184,0.07301462441682816,0.84375
0,285,92839,3,0.06942377239465714,0.06121468544006348,1.1341031789779663,0.5457175970077515,0.8425925970077515,0.0715366080403328,0.84375
0,285,92839,4,0.06662823259830475,0.05843322351574898,1.1402456760406494,0.5483796000480652,0.8472222089767456,0.06988904625177383,0.84375
0,285,92839,5,0.06071072071790695,0.05455561727285385,1.1128225326538086,0.5364583134651184,0.8472222089767456,0.06878427416086197,0.84375
0,285,92839,6,0.0561215803027153,0.05035436898469925,1.114532470703125,0.5381944179534912,0.8472222089767456,0.0675186812877655,0.84375
0,285,92839,7,0.05463940650224686,0.04925249516963959,1.1093733310699463,0.5329861044883728,0.8425925970077515,0.06669501215219498,0.84375
0,285,92839,8,0.04977716878056526,0.04549030587077141,1.0942368507385254,0.529629647731781,0.8379629850387573,0.06630374491214752,0.84375
0,285,92839,9,0.04580884054303169,0.04132005199790001,1.1086345911026,0.5362268686294556,0.8379629850387573,0.0651550143957138,0.84375
0,285,92839,10,0.04459820315241814,0.040074966847896576,1.112869381904602,0.5384259223937988,0.8472222089767456,0.06587846577167511,0.84375
0,285,92839,11,0.04320928454399109,0.03895939514040947,1.1090850830078125,0.5412036776542664,0.8472222089767456,0.0659179762005806,0.84375
0,285,92839,12,0.04124210402369499,0.03665681555867195,1.1250869035720825,0.546875,0.8472222089767456,0.06572706997394562,0.84375
0,285,92839,13,0.038818664848804474,0.03443736955523491,1.1272250413894653,0.5479166507720947,0.8425925970077515,0.06475312262773514,0.84375
0,285,92839,14,0.03824600577354431,0.034306108951568604,1.1148453950881958,0.5440972447395325,0.8425925970077515,0.06473677605390549,0.84375
0,285,92839,15,0.035863980650901794,0.031647030264139175,1.1332495212554932,0.5472221970558167,0.8379629850387573,0.06273461133241653,0.84375
0,285,92839,16,0.035433392971754074,0.03127209469676018,1.1330674886703491,0.5517361164093018,0.8379629850387573,0.060636620968580246,0.84375
0,285,92839,17,0.03283577412366867,0.02912570908665657,1.1273810863494873,0.5472221970558167,0.8379629850387573,0.06144629418849945,0.84375
0,285,92839,18,0.03247511759400368,0.02818688377737999,1.1521358489990234,0.5653935074806213,0.8518518805503845,0.06080840528011322,0.84375
0,285,92839,19,0.02797931618988514,0.02450254186987877,1.1418944597244263,0.5591435432434082,0.8472222089767456,0.05624694749712944,0.84375
0,285,92839,20,0.027318833395838737,0.02172263339161873,1.2576206922531128,0.6234953999519348,0.8611111044883728,0.04578341171145439,0.84375
0,285,92839,21,0.02919432707130909,0.018835607916116714,1.5499540567398071,0.7252314686775208,0.8842592835426331,0.03779696673154831,0.84375
0,285,92839,22,0.044204846024513245,0.019364412873983383,2.282787799835205,0.8057870268821716,0.8842592835426331,0.042197536677122116,0.84375
0,285,92839,23,0.03635917231440544,0.01570308953523636,2.315415143966675,0.8112268447875977,0.8935185074806213,0.041184134781360626,0.84375
0,285,92839,24,0.032663315534591675,0.013771469704806805,2.3718104362487793,0.8260416388511658,0.8981481194496155,0.039829451590776443,0.84375
0,285,92839,25,0.02872081845998764,0.012180507183074951,2.3579328060150146,0.8259259462356567,0.9027777910232544,0.03937285393476486,0.84375
0,285,92839,26,0.05063164606690407,0.024036860093474388,2.106416702270508,0.8834490776062012,0.9259259104728699,0.030389217659831047,0.84375
0,285,92839,27,0.10975518077611923,0.049004048109054565,2.2397165298461914,0.8995370268821716,0.9305555820465088,0.032806795090436935,0.84375
1,22192,131273,0,0.0443481020629406,0.05904521048069,0.7510871887207031,0.425737202167511,0.06060606241226196,0.3143342137336731,0.12890625
1,22192,131273,1,0.06610560417175293,0.08276885002851486,0.7986773252487183,0.4439461827278137,0.03030303120613098,0.3196040391921997,0.12890625
1,22192,131273,2,0.07046911865472794,0.0850282609462738,0.8287729024887085,0.4637858271598816,0.0,0.31875598430633545,0.12890625
1,22192,131273,3,0.06674554944038391,0.08115099370479584,0.8224859237670898,0.4554966688156128,0.0,0.31913626194000244,0.12890625
1,22192,131273,4,0.06348878890275955,0.07734248042106628,0.8208786249160767,0.4527789056301117,0.03030303120613098,0.31920504570007324,0.12890625
1,22192,131273,5,0.05965397506952286,0.07144777476787567,0.8349311947822571,0.46242696046829224,0.03030303120613098,0.3177189826965332,0.12890625
1,22192,131273,6,0.056018948554992676,0.06648920476436615,0.8425269722938538,0.47071611881256104,0.03030303120613098,0.31742143630981445,0.12890625
1,22192,131273,7,0.05549900233745575,0.0661267340183258,0.8392823934555054,0.4628346264362335,0.03030303120613098,0.3176596462726593,0.12890625
1,22192,131273,8,0.05093597620725632,0.061108097434043884,0.8335388898849487,0.46188339591026306,0.03030303120613098,0.31921374797821045,0.12890625
1,22192,131273,9,0.047218456864356995,0.056027695536613464,0.8427699208259583,0.4660959243774414,0.03030303120613098,0.31944069266319275,0.12890625
1,22192,131273,10,0.046241991221904755,0.054758135229349136,0.844477117061615,0.466911256313324,0.06060606241226196,0.3194414973258972,0.12890625
1,22192,131273,11,0.04401542618870735,0.05334467440843582,0.8251137733459473,0.4607962965965271,0.03030303120613098,0.3213373124599457,0.12890625
1,22192,131273,12,0.04170508682727814,0.050882041454315186,0.8196425437927246,0.4545454680919647,0.0,0.32039740681648254,0.12890625
1,22192,131273,13,0.03875625133514404,0.04787831753492355,0.8094739317893982,0.4525071382522583,0.0,0.32113248109817505,0.12890625
1,22192,131273,14,0.03872159868478775,0.047073766589164734,0.8225727677345276,0.4607962965965271,0.0,0.32124683260917664,0.12890625
1,22192,131273,15,0.03550727292895317,0.04426473751664162,0.8021571040153503,0.452099472284317,0.0,0.321566641330719,0.12890625
1,22192,131273,16,0.03427927941083908,0.04343848675489426,0.7891453504562378,0.4473433792591095,0.0,0.32269954681396484,0.12890625
1,22192,131273,17,0.03179861232638359,0.04062359780073166,0.7827621102333069,0.44530507922172546,0.0,0.3221179246902466,0.12890625
1,22192,131273,18,0.03099868819117546,0.03944127634167671,0.7859453558921814,0.4450332820415497,0.03030303120613098,0.3209919035434723,0.12890625
1,22192,131273,19,0.027705499902367592,0.03342234343290329,0.8289514183998108,0.4640576243400574,0.03030303120613098,0.3172026574611664,0.12890625
1,22192,131273,20,0.02740611508488655,0.030489778146147728,0.8988624215126038,0.5025139451026917,0.03030303120613098,0.3103390634059906,0.12890625
1,22192,131273,21,0.025255942717194557,0.026728272438049316,0.9449148774147034,0.5243918895721436,0.12121212482452393,0.3039908707141876,0.12890625
1,22192,131273,22,0.02063199132680893,0.022961856797337532,0.8985332250595093,0.5007473826408386,0.09090909361839294,0.3081984221935272,0.12890625
1,22192,131273,23,0.01658141426742077,0.01894454099237919,0.8752608299255371,0.48919689655303955,0.06060606241226196,0.3088410198688507,0.12890625
1,22192,131273,24,0.014597463421523571,0.016524823382496834,0.8833657503128052,0.49463242292404175,0.06060606241226196,0.3083803653717041,0.12890625
1,22192,131273,25,0.012869189493358135,0.014668051153421402,0.8773618936538696,0.49218642711639404,0.06060606241226196,0.30787035822868347,0.12890625
1,22192,131273,26,0.026741132140159607,0.024121776223182678,1.1085888147354126,0.5731757283210754,0.12121212482452393,0.2876877188682556,0.12890625
1,22192,131273,27,0.05386912450194359,0.053759731352329254,1.0020349025726318,0.5364859104156494,0.09090909361839294,0.2915922999382019,0.12890625
