bg_miss_frac,fARI,foreground_pixels,image_id,mBO,mIoU,map_ambiguous_patch_frac,map_kind,map_pair_overlap_mean,map_top1_top2_margin_mean,merge_frac,n_gt,n_objects_caption,n_pred_on_fg,object_dominant_frac_mean,sample_index,split_frac,valid_object_count
0.28908183860771547,0.33565157651901245,26259,139,0.1663326621055603,0.1954832524061203,0.22764228284358978,"llm_attention",0.19803959131240845,0.036761920899152756,0.1948789372187701,16,16,14,0.689852154417008,0,0.455348642370235,16
0.802510014134725,-3.09110419038916e-07,204461,285,0.6259231567382812,0.3129615783691406,0.0,"llm_attention",nan,inf,0.0,1,1,1,0.802510014134725,1,0.19748998586527505,1
0.5897479564032697,0.1790679544210434,76336,632,0.09338318556547165,0.11623558402061462,0.2026578038930893,"llm_attention",0.35713353753089905,0.007595185190439224,0.061436280614362807,17,17,16,0.6010136908793392,2,0.3993397610563823,17
0.6806957602112129,0.12286572903394699,32195,724,0.12121234089136124,0.27485191822052,0.38167938590049744,"llm_attention",0.2790514826774597,0.007019333075731993,0.09931906614785992,4,4,4,0.7440081459679271,3,0.29849355489982915,4
0.68375783356446,0.06520258635282516,245897,776,0.33180665969848633,0.26469454169273376,0.21218274533748627,"llm_attention",0.1647416651248932,0.002812586724758148,0.22478556640047323,4,4,4,0.7364586012395281,4,0.2984542308364884,4
0.5658432958936925,-0.019569264724850655,44249,785,0.20507682859897614,0.4312160909175873,0.10055866092443466,"llm_attention",0.11497221887111664,0.008213638328015804,0.04013325698818385,2,2,2,0.6801348493894623,5,0.43415670410630747,2
0.7351705967127309,0.11613260954618454,113103,802,0.2739982604980469,0.3829672336578369,0.1528089940547943,"llm_attention",0.19804580509662628,0.0035824186634272337,0.08560077454678997,2,2,2,0.7107308342236103,6,0.2648294032872691,2
0.6072380952380952,0.08961886912584305,49875,872,0.22979187965393066,0.3887752294540405,0.1683168262243271,"llm_attention",0.21954336762428284,0.011230765841901302,0.13956812496809434,3,4,4,0.6391212448359518,7,0.3848621553884712,4
0.4460837491863745,0.231186643242836,27654,885,0.2227495312690735,0.313170850276947,0.23636363446712494,"llm_attention",0.25494620203971863,0.019429169595241547,0.2456587021804413,6,6,6,0.7381982689726286,8,0.42511029145874013,6
0.5689969604863222,0.06723466515541077,115150,1000,0.11722448468208313,0.12343007326126099,0.33047211170196533,"llm_attention",0.291476309299469,0.005120931193232536,0.5680032238565383,16,16,16,0.6256827617177797,9,0.406391663048198,16
