oracle,object_tokens,num_samples,rFID,recon_psnr,recon_ssim,recon_mse,recon_mae,train_steps,last_train_loss,mean_last_20_train_loss,dit_last_n_blocks
c_full,,2338,299.8824462890625,10.136397011469734,0.15768505077151035,0.11228285996853617,0.2753285835405463,5000,48.97166442871094,14.660025048255921,8
c_gtobj,2,2338,307.9617004394531,8.808636101420054,0.08819520787094537,0.14721442640809243,0.3162910629787233,5000,52.45709991455078,15.97188422679901,8
c_gtobj,4,2338,305.2925720214844,10.65927132242658,0.1608741874260855,0.09398965990940432,0.2504111381902513,5000,41.28846740722656,13.766812562942505,8
c_gtobj,8,2338,313.2630615234375,9.496564255605099,0.19311337343793938,0.12654889436156655,0.28472046685381974,5000,51.659278869628906,21.21009690761566,8
c_ovt,,2338,320.4055480957031,9.960797994844519,0.22950570585510485,0.11551860728842056,0.2710155493383024,5000,40.67020034790039,14.286331725120544,8
