oracle,model_path,num_samples,rFID,guidance_scale,diffusion_inference_steps,dtype,condition_mean,condition_std,rae_hidden_mean,rae_hidden_std,recon_psnr,recon_ssim,recon_mse,recon_mae
o1_native_scale_rae,/home/jovyan/data/Scale-RAE-Qwen1.5B_DiT2.4B,2338,33.460636138916016,2.5,25,fp32,-0.35989933371950744,1.2508259303740674,-0.00027810182706137034,0.09691952062141367,9.897936345166483,0.2359410963324755,0.11014094892482953,0.25932192924481057
