oracle,num_samples,rFID,recon_psnr,recon_ssim,recon_mse,recon_mae,guidance_scale,diffusion_inference_steps
o0_decoder_gt,2338,8.835601806640625,22.551382543288103,0.6797332866412131,0.006941296520788679,0.05267625949142375,2.5,25
o2_gt_mask_routed_projected,2338,405.1993103027344,11.055480939083573,0.10287573898626991,0.08413190657386065,0.24269852596689637,2.5,25
