oracle,model_path,num_samples,rFID,guidance_scale,diffusion_inference_steps,dtype,condition_mean,condition_std,rae_hidden_mean,rae_hidden_std,recon_psnr,recon_ssim,recon_mse,recon_mae
o1_native_scale_rae,/home/jovyan/data/Scale-RAE-Qwen1.5B_DiT2.4B,8,226.09661865234375,2.5,25,fp32,-0.36341822147369385,1.2559360265731812,-0.0003422656445764005,0.09699932485818863,10.311522364616394,0.17143607791513205,0.09605303220450878,0.23854241706430912
